Project_ID,Line_of_Business,Region,Country_Code,Forecast_Cost,Estimated_Sell_Price,Change_Order_Cost,Change_Order_Sell_Price,Final_Cost,Final_Sell_Price,Estimated_Duration_Days,Delays_Days,Final_Duration_Days,Tier,Risks_registered,Risks prevented
PRJ-0845,Energy,Asia,CN,1548709,1028964.3,259896.2,369872.59,1808605.2,1398836.88,981,171,1152,Tier 3,1,0
PRJ-0846,Service,Africa,ZA,4318931,6138438.04,987151.49,1113002.07,5306082.49,7251440.1,187,33,220,Tier 2,10,0
PRJ-0847,Service,North America,MX,4189471,5362947.67,184825.86,235758.56,4374296.86,5598706.23,75,13,88,Tier 3,2,2
PRJ-0848,Install,Oceania,AU,609285,862152.1,125746.11,185267.55,735031.11,1047419.64,1028,141,1169,Tier 4,9,1
PRJ-0849,Energy,Oceania,NZ,4554625,7352573.36,1084837.45,1171329.83,5639462.45,8523903.19,896,178,1074,Tier 2,2,0
PRJ-0850,Install,Africa,EG,2375871,3135150.36,609561.65,895646.93,2985432.65,4030797.29,602,27,629,Tier 3,0,0
PRJ-0851,Service,Africa,EG,4896836,6461932.53,515056.26,695684.67,5411892.26,7157617.2,662,23,685,Tier 2,8,1
PRJ-0852,Energy,Asia,JP,213743,332934.32,19418.54,20661.21,233161.54,353595.53,962,127,1089,Tier 5,10,4
PRJ-0853,Service,Europe,DE,1579489,1961076.57,471599.04,509128.84,2051088.04,2470205.41,1781,46,1827,Tier 3,5,5
PRJ-0854,Service,North America,MX,563961,908775.23,86815.05,120861.35,650776.05,1029636.57,796,59,855,Tier 4,10,7
PRJ-0855,Install,North America,US,728601,1005540.87,28752.53,42257.16,757353.53,1047798.03,675,19,694,Tier 4,6,2
PRJ-0856,Service,Oceania,AU,770282,555400.31,58458.1,71036.17,828740.1,626436.48,76,14,90,Tier 4,6,4
PRJ-0857,Energy,Asia,JP,856602,953761.51,241345.28,338739.45,1097947.28,1292500.96,402,57,459,Tier 3,3,0
PRJ-0858,Install,South America,BR,2752743,4234743.38,768255.51,1098057.62,3520998.51,5332801,1207,211,1418,Tier 3,0,0
PRJ-0859,Service,South America,AR,2169480,2795051.47,600975.91,654958.23,2770455.91,3450009.69,1018,67,1085,Tier 3,0,0
PRJ-0860,Service,Africa,EG,2462257,2208081.54,299847.66,397539.61,2762104.66,2605621.14,367,49,416,Tier 3,4,4
PRJ-0861,Energy,Europe,DE,1556489,2030034.32,50784.87,53112.71,1607273.87,2083147.03,777,151,928,Tier 3,2,1
PRJ-0862,Install,South America,BR,4893989,8422431.24,426621.14,491981.21,5320610.14,8914412.44,825,48,873,Tier 2,4,0
PRJ-0863,Energy,Oceania,NZ,1644396,1130224.39,157892.18,192111.84,1802288.18,1322336.24,1440,158,1598,Tier 3,1,1
PRJ-0864,Install,Europe,FR,1298446,2015350.72,306560.66,418140.02,1605006.66,2433490.74,763,79,842,Tier 3,3,0
PRJ-0865,Install,South America,BR,4782804,3799386.6,478416.89,698149.89,5261220.89,4497536.5,580,82,662,Tier 2,5,3
PRJ-0866,Install,Oceania,AU,3838313,6590448.61,874881.35,991739.47,4713194.35,7582188.08,133,19,152,Tier 3,3,0
PRJ-0867,Install,Asia,CN,2389608,2051809.29,83253.54,113298.88,2472861.54,2165108.16,1539,19,1558,Tier 3,10,9
PRJ-0868,Install,Oceania,AU,4292945,2717687.64,377685.14,506928.34,4670630.14,3224615.97,540,13,553,Tier 3,10,9
PRJ-0869,Service,South America,AR,2438206,3938454.58,96390.63,135808.27,2534596.63,4074262.85,169,0,169,Tier 3,1,0
PRJ-0870,Service,South America,AR,3554324,3566984.43,325581.11,387239.8,3879905.11,3954224.24,294,12,306,Tier 3,4,3
PRJ-0871,Service,Europe,DE,341698,340503.06,23632.3,30872.41,365330.3,371375.46,230,38,268,Tier 4,0,0
PRJ-0872,Service,Oceania,NZ,4798028,6733560.81,317681.53,415027.71,5115709.53,7148588.52,1718,194,1912,Tier 2,5,5
PRJ-0873,Install,Oceania,NZ,216935,276427.98,30051.35,40954.19,246986.35,317382.17,1556,230,1786,Tier 5,8,6
PRJ-0874,Install,South America,AR,4690110,3808670.68,115825.38,170008.09,4805935.38,3978678.77,684,122,806,Tier 3,10,10
PRJ-0875,Energy,Asia,CN,3728573,3019242.1,645531.52,820896.52,4374104.52,3840138.62,1169,50,1219,Tier 3,0,0
PRJ-0876,Energy,Oceania,NZ,3632477,3720235.38,101805.4,114828.42,3734282.4,3835063.8,990,175,1165,Tier 3,0,0
PRJ-0877,Energy,Europe,DE,3584393,3153364.32,879160.11,904033.36,4463553.11,4057397.68,321,27,348,Tier 3,10,7
PRJ-0878,Service,Oceania,AU,4525739,4376075.16,1317801.82,1926995.58,5843540.82,6303070.75,1316,107,1423,Tier 2,2,2
PRJ-0879,Energy,Europe,DE,3731679,2742524.86,477217.12,617156.64,4208896.12,3359681.5,552,81,633,Tier 3,1,1
PRJ-0880,Install,Oceania,NZ,723419,443068.76,119976.66,131237.84,843395.66,574306.59,1728,175,1903,Tier 4,10,4
PRJ-0881,Service,Asia,CN,4854058,6225555.16,1136868.42,1181566.95,5990926.42,7407122.11,913,80,993,Tier 2,6,4
PRJ-0882,Install,Asia,JP,2805183,4789243.73,91332.83,105254.52,2896515.83,4894498.26,388,16,404,Tier 3,4,4
PRJ-0883,Service,North America,MX,2650356,3141493,673886.97,862783.48,3324242.97,4004276.48,861,145,1006,Tier 3,2,2
PRJ-0884,Install,Africa,EG,4756946,4665013.52,13360.16,16194.77,4770306.16,4681208.3,1614,183,1797,Tier 3,7,5
PRJ-0885,Energy,North America,US,1028815,1821815.09,97018.66,120445.32,1125833.66,1942260.41,197,4,201,Tier 3,5,1
PRJ-0886,Energy,Asia,CN,3574986,5172399.03,425149.23,578519.68,4000135.23,5750918.7,631,71,702,Tier 3,1,0
PRJ-0887,Energy,Africa,ZA,1403315,2125270.46,29556.92,39511.86,1432871.92,2164782.31,997,20,1017,Tier 3,5,3
PRJ-0888,Install,Europe,FR,2798633,3020261.99,275772.36,371029.15,3074405.36,3391291.14,463,7,470,Tier 3,8,1
PRJ-0889,Service,Asia,CN,1357375,960898.19,349525.22,520693.1,1706900.22,1481591.29,335,55,390,Tier 3,0,0
PRJ-0890,Install,Oceania,AU,3462759,4071659.35,531875.11,616170.97,3994634.11,4687830.33,848,105,953,Tier 3,5,3
PRJ-0891,Install,Africa,ZA,2876680,4973447.6,692073.31,788175.34,3568753.31,5761622.94,167,3,170,Tier 3,5,1
PRJ-0892,Energy,Oceania,NZ,1601469,2147720.3,120612.79,147571.39,1722081.79,2295291.69,1437,36,1473,Tier 3,2,1
PRJ-0893,Install,Oceania,NZ,4039891,5453732.24,263186.86,307417.18,4303077.86,5761149.42,1081,135,1216,Tier 3,7,3
PRJ-0894,Install,Europe,DE,3139099,2379388.23,650986.86,815382.96,3790085.86,3194771.19,1457,291,1748,Tier 3,6,6
PRJ-0895,Energy,South America,AR,2540886,2473656.02,18541.33,24200.36,2559427.33,2497856.37,628,6,634,Tier 3,6,5
PRJ-0896,Service,Africa,ZA,4204554,5626423.17,733904.04,872591.36,4938458.04,6499014.53,795,107,902,Tier 3,1,0
PRJ-0897,Install,Oceania,NZ,4874438,7519545.41,1159447.54,1667441.22,6033885.54,9186986.62,1666,242,1908,Tier 2,2,2
PRJ-0898,Install,North America,US,1173715,735430.72,115819.56,133827.33,1289534.56,869258.05,1411,54,1465,Tier 3,9,6
PRJ-0899,Install,Asia,CN,2144208,1890908.74,258101.59,344587.43,2402309.59,2235496.17,994,184,1178,Tier 3,0,0
PRJ-0900,Install,Asia,CN,209145,240213.36,49575.52,60813.63,258720.52,301026.99,1067,53,1120,Tier 4,3,1
PRJ-0901,Service,North America,MX,4855286,4234050.15,1385511.95,2021149.94,6240797.95,6255200.09,1222,189,1411,Tier 2,0,0
PRJ-0902,Energy,Africa,ZA,255018,194979.26,53291.22,64873.53,308309.22,259852.79,1744,332,2076,Tier 4,4,3
PRJ-0903,Service,Asia,JP,2894044,1829260.93,313218.07,381382.13,3207262.07,2210643.07,924,94,1018,Tier 3,8,1
PRJ-0904,Energy,Europe,FR,2557438,2101665.73,139269.67,197107.32,2696707.67,2298773.05,62,6,68,Tier 3,2,1
PRJ-0905,Install,Europe,FR,4284229,3522503.56,1170240.06,1537191.8,5454469.06,5059695.36,153,21,174,Tier 2,6,0
PRJ-0906,Energy,Africa,ZA,3043656,2185228.18,330650.73,489538.5,3374306.73,2674766.68,416,61,477,Tier 3,0,0
PRJ-0907,Install,Oceania,NZ,1266682,1311972.29,140047.84,195799.45,1406729.84,1507771.74,428,70,498,Tier 3,3,3
PRJ-0908,Install,Africa,ZA,1359602,1987579.2,77594.66,82210.34,1437196.66,2069789.54,1522,4,1526,Tier 3,3,3
PRJ-0909,Install,North America,US,1708818,2361481.14,133299.89,192980.98,1842117.89,2554462.13,489,93,582,Tier 3,3,2
PRJ-0910,Service,Oceania,AU,3099465,4456985.44,360643.26,438812.62,3460108.26,4895798.06,1437,6,1443,Tier 3,5,5
PRJ-0911,Service,North America,US,3956318,5885164.08,1148947.75,1471044.93,5105265.75,7356209,1038,206,1244,Tier 2,1,0
PRJ-0912,Energy,Asia,CN,4372200,7269728.47,975436.46,1083632.58,5347636.46,8353361.05,280,49,329,Tier 2,9,4
PRJ-0913,Energy,North America,US,3789036,3815645.66,1030629.71,1531462.58,4819665.71,5347108.23,1738,134,1872,Tier 3,0,0
PRJ-0914,Install,Africa,ZA,1915556,3231410.71,502717.53,629496.45,2418273.53,3860907.15,1822,303,2125,Tier 3,1,1
PRJ-0915,Service,Africa,EG,3748594,5857203.59,595320.57,851990.2,4343914.57,6709193.8,608,114,722,Tier 3,0,0
PRJ-0916,Install,Oceania,AU,3209255,5571971.54,540298.78,701906.14,3749553.78,6273877.68,1580,192,1772,Tier 3,6,4
PRJ-0917,Service,Africa,EG,3487468,2938627.59,165939.82,219414.73,3653407.82,3158042.31,524,73,597,Tier 3,2,2
PRJ-0918,Energy,North America,MX,1894521,1318259.28,273988.05,338948.15,2168509.05,1657207.43,1710,237,1947,Tier 3,0,0
PRJ-0919,Service,Europe,DE,3334395,2157345.19,58796.23,74892.7,3393191.23,2232237.89,963,149,1112,Tier 3,5,5
PRJ-0920,Energy,Oceania,NZ,4296864,4888628.56,1017487.49,1254110.84,5314351.49,6142739.4,1706,137,1843,Tier 2,9,5
PRJ-0921,Energy,South America,AR,842618,997899.71,178105.68,261064.66,1020723.68,1258964.38,1379,108,1487,Tier 3,4,0
PRJ-0922,Service,Oceania,AU,3896216,6272999.12,423117.85,466940.48,4319333.85,6739939.61,1231,139,1370,Tier 3,4,0
PRJ-0923,Service,North America,MX,4664199,5940802.12,276416.9,391374.86,4940615.9,6332176.98,1524,189,1713,Tier 3,9,0
PRJ-0924,Energy,Europe,FR,290855,517132.24,45368.03,63778.2,336223.03,580910.45,1184,159,1343,Tier 4,5,5
PRJ-0925,Energy,North America,US,2174030,2817394.63,315980.65,381540.19,2490010.65,3198934.82,801,33,834,Tier 3,4,3
PRJ-0926,Install,Asia,JP,2368601,2313111.11,25904.51,29649.77,2394505.51,2342760.88,105,12,117,Tier 3,7,2
PRJ-0927,Energy,Asia,JP,194290,260783.3,93.68,138.46,194383.68,260921.76,366,7,373,Tier 5,8,4
PRJ-0928,Service,Europe,FR,4210838,3317512.06,940415.97,1220146.85,5151253.97,4537658.91,203,2,205,Tier 2,6,3
PRJ-0929,Service,Europe,DE,560983,970561.49,40299.06,50328.64,601282.06,1020890.13,1188,28,1216,Tier 4,2,1
PRJ-0930,Energy,South America,BR,327640,493624.44,67297.82,92839.38,394937.82,586463.82,170,23,193,Tier 4,7,2
PRJ-0931,Install,South America,BR,1890934,2735703.96,111806.73,147425.8,2002740.73,2883129.76,431,35,466,Tier 3,4,0
PRJ-0932,Energy,Oceania,NZ,1673296,2593764.53,390506.03,559088.93,2063802.03,3152853.47,1159,229,1388,Tier 3,5,1
PRJ-0933,Service,South America,AR,2491711,1979793.41,461035.31,500654.76,2952746.31,2480448.16,726,125,851,Tier 3,1,1
PRJ-0934,Install,Asia,CN,2043340,2906310.06,90995.27,104787.49,2134335.27,3011097.55,1143,57,1200,Tier 3,7,2
PRJ-0935,Service,Asia,CN,3300541,4765313.11,196278.63,218812.66,3496819.63,4984125.77,1073,192,1265,Tier 3,4,4
PRJ-0936,Install,Europe,FR,4127860,5256820.34,688027.14,739945.8,4815887.14,5996766.14,25,1,26,Tier 3,8,3
PRJ-0937,Install,Oceania,AU,3625750,5916508,511053.24,569682.71,4136803.24,6486190.71,96,3,99,Tier 3,0,0
PRJ-0938,Install,Africa,ZA,3634409,5603068.4,731946.67,930251.2,4366355.67,6533319.6,352,10,362,Tier 3,10,10
PRJ-0939,Service,North America,US,3869412,5531227.4,1056776.78,1084673.1,4926188.78,6615900.5,1279,44,1323,Tier 3,3,1
PRJ-0940,Install,Oceania,AU,3047510,5358056.36,591094.21,756550.16,3638604.21,6114606.52,1099,11,1110,Tier 3,9,0
PRJ-0941,Energy,Asia,JP,4147680,4457222.94,43408.71,43692.55,4191088.71,4500915.49,851,22,873,Tier 3,5,1
PRJ-0942,Energy,Africa,ZA,457643,517902.24,53197.33,69409.18,510840.33,587311.42,294,58,352,Tier 4,8,7
PRJ-0943,Energy,Oceania,AU,1583795,1013425.39,225049.47,270091.88,1808844.47,1283517.27,208,7,215,Tier 3,2,2
PRJ-0944,Install,Asia,CN,3331534,4624907.85,301411.13,370186.18,3632945.13,4995094.02,1547,101,1648,Tier 3,3,0
PRJ-0945,Energy,North America,US,1233832,2009756.03,260010.35,303641.28,1493842.35,2313397.31,1204,175,1379,Tier 3,1,1
PRJ-0946,Service,Oceania,NZ,137005,96978.9,17438.81,19150.07,154443.81,116128.96,979,15,994,Tier 5,10,9
PRJ-0947,Service,Asia,CN,1900931,2140109.82,392318.99,484177.08,2293249.99,2624286.9,199,28,227,Tier 3,1,1
PRJ-0948,Energy,South America,AR,615766,937181.3,83462.88,123851.39,699228.88,1061032.69,651,48,699,Tier 4,0,0
PRJ-0949,Install,Africa,ZA,2566969,3954705.98,204976.18,250623.65,2771945.18,4205329.64,1631,292,1923,Tier 3,6,0
PRJ-0950,Install,Oceania,NZ,309416,276984.21,11462.97,12795.64,320878.97,289779.84,989,121,1110,Tier 4,1,0
PRJ-0951,Install,Africa,ZA,4434928,5573491.2,1064173.96,1203016.75,5499101.96,6776507.95,1796,293,2089,Tier 2,8,5
PRJ-0952,Service,Africa,ZA,687738,449883.07,88142.83,122632.54,775880.83,572515.61,1386,114,1500,Tier 4,0,0
PRJ-0953,Install,Asia,JP,1081318,1021370.53,137769.74,167408.21,1219087.74,1188778.74,1488,276,1764,Tier 3,9,1
PRJ-0954,Install,North America,MX,4496847,4288501.27,1088256.85,1297846.55,5585103.85,5586347.82,884,162,1046,Tier 2,1,1
PRJ-0955,Service,Oceania,AU,827285,576392.04,86186.4,122951.48,913471.4,699343.52,276,26,302,Tier 4,1,1
PRJ-0956,Install,Asia,JP,3557184,4627251,40085.78,56723.83,3597269.78,4683974.83,311,42,353,Tier 3,5,1
PRJ-0957,Energy,Africa,EG,2944265,3949123.3,166670.98,214073.23,3110935.98,4163196.53,300,21,321,Tier 3,3,0
PRJ-0958,Energy,South America,BR,2046117,3149442.02,179876.56,195775.78,2225993.56,3345217.8,471,17,488,Tier 3,8,7
PRJ-0959,Energy,South America,BR,3844137,3321267.11,497035.11,728877.51,4341172.11,4050144.63,1385,264,1649,Tier 3,3,3
PRJ-0960,Install,Africa,EG,2145570,1622837.02,245458.97,285243.59,2391028.97,1908080.61,1295,27,1322,Tier 3,6,5
PRJ-0961,Install,Africa,ZA,3499726,2853452.22,743891.58,1104752.08,4243617.58,3958204.3,808,10,818,Tier 3,9,4
PRJ-0962,Energy,North America,MX,2372967,4211196.91,114501.39,147168.45,2487468.39,4358365.36,393,18,411,Tier 3,9,5
PRJ-0963,Service,Africa,EG,1844554,1703601.97,56373.27,66789.96,1900927.27,1770391.93,1555,177,1732,Tier 3,10,0
PRJ-0964,Energy,North America,MX,1577513,1454291.02,367224.46,390282.13,1944737.46,1844573.15,136,22,158,Tier 3,2,1
PRJ-0965,Service,Europe,FR,221514,299413.51,11194.83,15597.49,232708.83,315011.01,1596,70,1666,Tier 5,7,6
PRJ-0966,Install,South America,BR,1467980,1528137.31,263306.96,387792.88,1731286.96,1915930.19,1122,204,1326,Tier 3,8,0
PRJ-0967,Service,Asia,JP,3712421,3858486.28,869370.11,1108296.93,4581791.11,4966783.21,71,10,81,Tier 3,3,1
PRJ-0968,Install,North America,US,4192851,4898406.61,995289.8,1244404.32,5188140.8,6142810.92,1321,25,1346,Tier 2,10,3
PRJ-0969,Install,Asia,JP,688373,613789.49,204033.13,266974.29,892406.13,880763.78,932,168,1100,Tier 4,7,4
PRJ-0970,Energy,Africa,EG,1428512,2131681.34,236223.27,318311.68,1664735.27,2449993.02,424,0,424,Tier 3,7,5
PRJ-0971,Install,Africa,EG,2155517,1862940.3,155679.02,207484.37,2311196.02,2070424.66,1374,125,1499,Tier 3,0,0
PRJ-0972,Install,South America,AR,3246509,2899589.56,284982.98,285443.43,3531491.98,3185032.98,1129,58,1187,Tier 3,10,9
PRJ-0973,Install,North America,MX,2920095,1993074.32,102627.32,133234.13,3022722.32,2126308.45,514,46,560,Tier 3,10,3
PRJ-0974,Service,Europe,DE,4665315,4296418.34,258796.05,281198.01,4924111.05,4577616.35,1357,265,1622,Tier 3,3,2
PRJ-0975,Service,Oceania,AU,71316,45623.47,10473.86,11121.76,81789.86,56745.24,711,99,810,Tier 5,3,2
PRJ-0976,Service,Asia,CN,704248,647196.9,94119.42,96837.73,798367.42,744034.63,521,100,621,Tier 4,4,0
PRJ-0977,Install,North America,MX,436353,644597.97,26651.32,39760.12,463004.32,684358.09,256,16,272,Tier 4,10,5
PRJ-0978,Service,South America,AR,3213390,3408941.74,566954.94,763854.54,3780344.94,4172796.27,1771,334,2105,Tier 3,2,1
PRJ-0979,Energy,Europe,FR,2742989,4022638.96,57101.95,70252.63,2800090.95,4092891.59,1546,197,1743,Tier 3,0,0
PRJ-0980,Energy,Europe,FR,3904055,5329286.25,1046923.89,1259691.39,4950978.89,6588977.63,499,54,553,Tier 3,2,0
PRJ-0981,Install,Asia,CN,4234118,6578016.81,389084.12,569315.17,4623202.12,7147331.98,224,7,231,Tier 3,0,0
PRJ-0982,Service,Oceania,NZ,2099841,3696163.02,211158.26,288023.15,2310999.26,3984186.17,1671,69,1740,Tier 3,8,6
PRJ-0983,Service,Europe,FR,4954843,6930809.66,848153.12,1077438.81,5802996.12,8008248.47,897,173,1070,Tier 2,0,0
PRJ-0984,Install,Oceania,AU,331274,459861.75,32594.34,45381.27,363868.34,505243.02,262,26,288,Tier 4,2,1
PRJ-0985,Energy,Asia,CN,2425678,2192393.99,386531.13,499473.91,2812209.13,2691867.9,146,22,168,Tier 3,3,0
PRJ-0986,Install,Africa,ZA,3846164,4640199.03,894512.89,947168.72,4740676.89,5587367.75,1250,243,1493,Tier 3,4,4
PRJ-0987,Energy,Oceania,AU,4257306,7507103.71,837825.45,917068.7,5095131.45,8424172.4,1379,256,1635,Tier 2,7,0
PRJ-0988,Energy,Oceania,NZ,90740,115730.99,12309.11,12986.41,103049.11,128717.4,350,60,410,Tier 5,8,6
PRJ-0989,Install,Africa,ZA,3500058,2898714.14,336503.23,346682.51,3836561.23,3245396.64,1020,66,1086,Tier 3,6,5
PRJ-0990,Energy,Asia,JP,4246378,7585359.45,123754.1,147946.79,4370132.1,7733306.24,838,14,852,Tier 3,6,1
PRJ-0991,Service,Europe,FR,390728,438518.97,40119.65,45622.32,430847.65,484141.28,1122,213,1335,Tier 4,10,8
PRJ-0992,Energy,South America,AR,1083882,1772938.47,151114.9,197625.46,1234996.9,1970563.93,930,95,1025,Tier 3,4,2
PRJ-0993,Energy,South America,BR,640878,1118798.74,17272.57,21543.59,658150.57,1140342.33,775,49,824,Tier 4,0,0
PRJ-0994,Service,Europe,DE,695463,653648.8,204931.35,208637.61,900394.35,862286.41,1510,258,1768,Tier 4,5,0
PRJ-0995,Energy,North America,MX,3295617,4297265.39,460828.65,553252.75,3756445.65,4850518.14,1106,207,1313,Tier 3,8,6
PRJ-0996,Energy,North America,MX,3523315,5261607.78,537475.33,626362.75,4060790.33,5887970.53,1747,103,1850,Tier 3,3,3
PRJ-0997,Energy,South America,BR,4548735,7937897.71,551931.17,748526.19,5100666.17,8686423.91,263,42,305,Tier 2,0,0
PRJ-0998,Install,North America,US,3618809,4094189.03,506479.66,747339.75,4125288.66,4841528.78,1239,129,1368,Tier 3,9,3
PRJ-0999,Service,Europe,DE,372401,381052.2,64601.09,73161.85,437002.09,454214.05,767,33,800,Tier 4,5,0
PRJ-1000,Service,South America,AR,1275480,1522904.34,272629.75,402732.18,1548109.75,1925636.52,468,66,534,Tier 3,2,2
PRJ-1001,Install,Europe,FR,1648320,2047324.77,16295.94,22497.05,1664615.94,2069821.83,1811,108,1919,Tier 3,4,4
PRJ-1002,Service,Asia,CN,4604243,3706804.09,865271.02,1080710.48,5469514.02,4787514.57,1139,181,1320,Tier 2,0,0
PRJ-1003,Install,South America,AR,224189,278396.88,33342.91,46504.53,257531.91,324901.42,629,95,724,Tier 4,7,7
PRJ-1004,Install,South America,BR,2837108,4593922,370154.69,426903.01,3207262.69,5020825.02,1573,269,1842,Tier 3,10,1
PRJ-1005,Install,North America,MX,795684,1406221.72,184465.35,225955.06,980149.35,1632176.79,213,28,241,Tier 4,7,1
PRJ-1006,Energy,Oceania,NZ,3189827,3843993.75,72464.62,85985.66,3262291.62,3929979.4,334,12,346,Tier 3,0,0
PRJ-1007,Energy,Europe,FR,4068008,5991723.43,302308.72,402084.87,4370316.72,6393808.3,346,66,412,Tier 3,6,1
PRJ-1008,Service,North America,MX,108883,131357.68,30408.62,42830.5,139291.62,174188.18,1405,46,1451,Tier 5,4,0
PRJ-1009,Install,Asia,JP,3455446,5059843.7,1027594.65,1241608.44,4483040.65,6301452.13,962,120,1082,Tier 3,5,4
PRJ-1010,Energy,Asia,JP,3038514,3416997.41,696481.57,797713.3,3734995.57,4214710.71,1205,64,1269,Tier 3,6,4
PRJ-1011,Energy,South America,BR,4236010,6085927.89,1268707.01,1361899.96,5504717.01,7447827.85,1773,350,2123,Tier 2,3,2
PRJ-1012,Install,Asia,CN,3480129,2581790.48,682418.69,901456.72,4162547.69,3483247.2,262,37,299,Tier 3,4,2
PRJ-1013,Energy,Africa,ZA,4195393,6407312.29,783064.39,969536.12,4978457.39,7376848.41,779,67,846,Tier 3,2,0
PRJ-1014,Energy,North America,US,4346962,6791815.56,812804.55,1032471.74,5159766.55,7824287.3,399,23,422,Tier 2,8,6
PRJ-1015,Service,Oceania,AU,1729361,2260848.69,463086.27,663002.57,2192447.27,2923851.27,1027,128,1155,Tier 3,4,0
PRJ-1016,Service,South America,AR,1405478,2437869.95,106172.7,109548.56,1511650.7,2547418.51,103,18,121,Tier 3,6,3
PRJ-1017,Install,Oceania,NZ,679737,1029478.96,124057.91,145279.94,803794.91,1174758.9,1004,10,1014,Tier 4,9,9
PRJ-1018,Service,Asia,CN,1093269,1200555.71,193471.56,232504.05,1286740.56,1433059.76,762,50,812,Tier 3,7,3
PRJ-1019,Service,Oceania,AU,2559953,4560371.61,82486.27,98745.59,2642439.27,4659117.2,908,141,1049,Tier 3,5,5
PRJ-1020,Install,North America,MX,1240808,1340545.87,210864.42,211004.02,1451672.42,1551549.89,1007,28,1035,Tier 3,5,0
PRJ-1021,Service,North America,MX,4653237,6944086.26,434800.66,594559.34,5088037.66,7538645.6,1793,272,2065,Tier 2,8,0
PRJ-1022,Service,Asia,CN,3763213,6097731.59,704302.22,849782.41,4467515.22,6947514,295,18,313,Tier 3,6,5
PRJ-1023,Install,Africa,EG,201248,298658.64,18233.72,22063.78,219481.72,320722.42,240,39,279,Tier 5,6,5
PRJ-1024,Install,Europe,FR,876824,1273074.81,157120.46,166851.61,1033944.46,1439926.43,140,25,165,Tier 3,5,1
PRJ-1025,Install,South America,BR,649667,716390.26,97878.81,101977.14,747545.81,818367.4,1758,106,1864,Tier 4,5,1
PRJ-1026,Service,Asia,JP,588175,617248.89,172237.1,199034.03,760412.1,816282.92,949,114,1063,Tier 4,4,1
PRJ-1027,Service,North America,MX,1427392,2445240.83,404838.84,580000.36,1832230.84,3025241.19,959,56,1015,Tier 3,9,4
PRJ-1028,Energy,South America,BR,1588449,1356896.99,309299.48,375316.99,1897748.48,1732213.98,1763,91,1854,Tier 3,9,8
PRJ-1029,Energy,Oceania,NZ,539175,630166.71,85427.22,103619.11,624602.22,733785.82,89,14,103,Tier 4,0,0
PRJ-1030,Energy,North America,MX,4321890,2907678.96,727367.3,1039423.88,5049257.3,3947102.84,417,83,500,Tier 2,3,3
PRJ-1031,Install,Oceania,AU,1052267,1023474.84,294276.32,405963.73,1346543.32,1429438.56,713,45,758,Tier 3,8,2
PRJ-1032,Energy,Europe,FR,1141203,1433918.98,216420.47,238768.7,1357623.47,1672687.68,1257,111,1368,Tier 3,10,8
PRJ-1033,Energy,Africa,ZA,1952479,1555675.3,20658.24,21845.17,1973137.24,1577520.47,1018,137,1155,Tier 3,1,1
PRJ-1034,Service,South America,BR,4275458,5769100.44,237551.24,262090.67,4513009.24,6031191.1,1592,108,1700,Tier 3,5,1
PRJ-1035,Install,Africa,EG,1604048,1321696.4,197160.96,214447.3,1801208.96,1536143.71,1569,173,1742,Tier 3,9,4
PRJ-1036,Energy,Oceania,AU,1451713,1387944.46,157256.84,195315.29,1608969.84,1583259.75,1760,113,1873,Tier 3,8,5
PRJ-1037,Service,Africa,EG,1427356,1856940.13,196076.07,283592.95,1623432.07,2140533.09,1576,13,1589,Tier 3,6,1
PRJ-1038,Energy,Europe,DE,882288,1021603.88,145062.29,171989.73,1027350.29,1193593.61,1261,46,1307,Tier 3,9,2
PRJ-1039,Install,Europe,DE,1717596,1951542.69,38186.33,41467.5,1755782.33,1993010.19,1502,182,1684,Tier 3,7,0
PRJ-1040,Service,South America,BR,944121,917481.9,87819.03,115447.23,1031940.03,1032929.13,1649,45,1694,Tier 3,4,3
PRJ-1041,Install,Europe,FR,4371562,3960198.6,606149.66,714792.03,4977711.66,4674990.64,1282,103,1385,Tier 3,3,2
PRJ-1042,Install,North America,MX,1807415,1918469.85,47566.23,66011.95,1854981.23,1984481.79,1017,171,1188,Tier 3,5,4
PRJ-1043,Service,Asia,CN,3038790,4597750.41,329749.67,422636.74,3368539.67,5020387.15,783,71,854,Tier 3,5,2
PRJ-1044,Install,Africa,EG,532497,645725.04,9704.8,13430.07,542201.8,659155.11,1322,13,1335,Tier 4,0,0
PRJ-1045,Service,Oceania,AU,3489195,5663134.79,91036.6,123985.87,3580231.6,5787120.67,1787,1,1788,Tier 3,4,2
PRJ-1046,Install,South America,AR,280223,490048.28,75897.65,92615.6,356120.65,582663.88,395,70,465,Tier 4,6,1
PRJ-1047,Install,Europe,FR,4617844,6627900.79,1172461.57,1424404.55,5790305.57,8052305.33,405,35,440,Tier 2,1,1
PRJ-1048,Energy,North America,MX,3253585,4833635.28,28342.85,33514.1,3281927.85,4867149.38,220,7,227,Tier 3,4,0
PRJ-1049,Service,Oceania,NZ,2750409,4099826.36,644167.16,656339.62,3394576.16,4756165.98,1623,200,1823,Tier 3,0,0
PRJ-1050,Install,Oceania,NZ,1843629,2243492.4,374160.6,447600.78,2217789.6,2691093.18,1219,11,1230,Tier 3,8,7
PRJ-1051,Install,Europe,DE,4311513,3901517.55,848451.5,871404.92,5159964.5,4772922.47,272,26,298,Tier 2,8,8
PRJ-1052,Service,Oceania,NZ,2742953,3764051.44,751485.45,927992.99,3494438.45,4692044.43,1070,33,1103,Tier 3,1,1
