project_id,line_of_business,region,country_code,forecast_cost,estimated_sell_price,change_order_cost,change_order_sell_price,final_cost,final_sell_price,estimated_duration_days,delays_days,final_duration_days,tier,risks_registered,risks_prevented,estimated_margin,final_margin,final_margin_pct,change_order_profit,delay_ratio,risk_mitigation_rate,high_delay_flag,low_margin_flag,risk_management_issue
PRJ-0769,ENERGY,SOUTH AMERICA,BR,4527645.0,5489970.04,269844.37,387638.41,4797489.37,5877608.44,313.0,17,330.0,TIER 3,1,0,962325.04,1080119.0700000003,0.18376846314723208,117794.03999999998,0.054313099041533544,0.0,False,False,True
PRJ-0770,SERVICE,AFRICA,ZA,2560223.0,1957005.2,692053.9,765468.1,3252276.9,2722473.3,896.0,108,1004.0,TIER 3,6,0,-603217.8,-529803.6000000001,-0.19460378178915477,73414.19999999995,0.12053571428571429,0.0,False,True,True
PRJ-0771,INSTALL,EUROPE,FR,4397336.0,3299840.19,670042.22,738487.13,5067378.22,4038327.32,622.0,40,662.0,TIER 2,3,2,-1097495.81,-1029050.8999999999,-0.25482107280001265,68444.91000000003,0.06430868167202572,0.6666666666666666,False,True,False
PRJ-0772,ENERGY,ASIA,JP,720066.0,681693.03,40586.1,46434.03,760652.1,728127.06,601.0,12,613.0,TIER 4,2,0,-38372.96999999997,-32525.03999999992,-0.044669456454481886,5847.93,0.019966722129783693,0.0,False,True,True
PRJ-0773,INSTALL,ASIA,JP,2328542.0,3263057.14,390465.82,397314.36,2719007.82,3660371.5,59.0,7,66.0,TIER 3,6,5,934515.1400000001,941363.6800000002,0.2571770870798224,6848.539999999979,0.11864406779661017,0.8333333333333334,False,False,False
PRJ-0774,ENERGY,NORTH AMERICA,MX,2730746.0,3976717.07,204933.27,250351.91,2935679.27,4227068.98,909.0,24,933.0,TIER 3,4,4,1245971.0699999998,1291389.7100000004,0.3055047637287434,45418.640000000014,0.026402640264026403,1.0,False,False,False
PRJ-0775,SERVICE,EUROPE,DE,2250576.0,3536296.84,557539.53,580057.33,2808115.53,4116354.17,120.0,14,134.0,TIER 3,0,0,1285720.8399999999,1308238.6400000001,0.31781488811979464,22517.79999999993,0.11666666666666667,0.0,False,False,True
PRJ-0776,ENERGY,SOUTH AMERICA,AR,4130336.0,5029992.59,1080230.41,1572981.28,5210566.41,6602973.87,565.0,4,569.0,TIER 2,6,1,899656.5899999999,1392407.46,0.21087580950854193,492750.8700000001,0.007079646017699115,0.16666666666666666,False,False,True
PRJ-0777,ENERGY,SOUTH AMERICA,AR,4920080.0,7945603.26,1376728.68,1945290.68,6296808.68,9890893.94,1311.0,247,1558.0,TIER 2,6,4,3025523.26,3594085.26,0.36337314724052133,568562.0,0.18840579710144928,0.6666666666666666,False,False,False
PRJ-0778,ENERGY,NORTH AMERICA,US,561794.0,509438.96,23090.98,32531.0,584884.98,541969.97,1412.0,273,1685.0,TIER 4,10,3,-52355.03999999998,-42915.01000000001,-0.07918337246619035,9440.02,0.193342776203966,0.3,False,True,True
PRJ-0779,SERVICE,EUROPE,DE,308381.0,343528.0,78959.99,91063.74,387340.99,434591.74,1590.0,145,1735.0,TIER 4,2,0,35147.0,47250.75,0.10872445481821628,12103.75,0.09119496855345911,0.0,False,False,True
PRJ-0780,ENERGY,AFRICA,EG,3077049.0,5237414.49,606679.95,726048.58,3683728.95,5963463.07,566.0,19,585.0,TIER 3,6,2,2160365.49,2279734.12,0.38228359817779506,119368.63,0.03356890459363958,0.3333333333333333,False,False,True
PRJ-0781,ENERGY,NORTH AMERICA,MX,845949.0,956519.49,81309.58,114553.88,927258.58,1071073.37,194.0,19,213.0,TIER 4,2,0,110570.48999999999,143814.79000000015,0.13427165125018478,33244.3,0.0979381443298969,0.0,False,False,True
PRJ-0782,INSTALL,EUROPE,DE,1899656.0,1549658.4,495187.4,649446.19,2394843.4,2199104.6,349.0,29,378.0,TIER 3,9,5,-349997.6000000001,-195738.7999999998,-0.08900840824033554,154258.78999999992,0.0830945558739255,0.5555555555555556,False,True,False
PRJ-0783,INSTALL,OCEANIA,AU,3207582.0,1988798.07,832625.08,1227815.94,4040207.08,3216614.0,1729.0,287,2016.0,TIER 3,4,4,-1218783.93,-823593.0800000001,-0.256043491696548,395190.86,0.1659919028340081,1.0,False,True,False
PRJ-0784,ENERGY,OCEANIA,NZ,4799908.0,4355661.32,1363092.66,1562103.1,6163000.66,5917764.42,728.0,7,735.0,TIER 2,1,0,-444246.6799999997,-245236.24000000022,-0.04144068986105402,199010.44000000018,0.009615384615384616,0.0,False,True,True
PRJ-0785,SERVICE,EUROPE,FR,4752620.0,3812724.33,363504.84,508481.91,5116124.84,4321206.24,955.0,82,1037.0,TIER 2,0,0,-939895.6699999999,-794918.5999999996,-0.183957570143655,144977.06999999995,0.08586387434554973,0.0,False,True,True
PRJ-0786,ENERGY,AFRICA,ZA,4657894.0,7013133.81,985240.12,1071735.76,5643134.12,8084869.57,57.0,4,61.0,TIER 2,7,1,2355239.8099999996,2441735.45,0.30201296741513173,86495.64000000001,0.07017543859649122,0.14285714285714285,False,False,True
PRJ-0787,INSTALL,OCEANIA,AU,4206311.0,3024812.84,151483.04,196835.54,4357794.04,3221648.38,726.0,23,749.0,TIER 3,6,1,-1181498.1600000001,-1136145.6600000001,-0.35265973377268445,45352.5,0.03168044077134986,0.16666666666666666,False,True,True
PRJ-0788,ENERGY,EUROPE,DE,708533.0,1088648.18,60150.45,83147.25,768683.45,1171795.44,627.0,57,684.0,TIER 4,7,0,380115.17999999993,403111.99,0.34401225353804077,22996.800000000003,0.09090909090909091,0.0,False,False,True
PRJ-0789,SERVICE,EUROPE,DE,1082899.0,1541242.09,32227.55,47993.89,1115126.55,1589235.98,973.0,184,1157.0,TIER 3,3,0,458343.0900000001,474109.42999999993,0.2983253814829941,15766.34,0.18910585817060638,0.0,False,False,True
PRJ-0790,INSTALL,NORTH AMERICA,US,2585215.0,2876829.59,575886.5,768457.66,3161101.5,3645287.25,1168.0,190,1358.0,TIER 3,9,6,291614.58999999985,484185.75,0.1328251292130682,192571.16000000003,0.16267123287671234,0.6666666666666666,False,False,False
PRJ-0791,INSTALL,NORTH AMERICA,MX,3332502.0,2469175.95,752198.8,811073.01,4084700.8,3280248.97,1387.0,39,1426.0,TIER 3,2,0,-863326.0499999998,-804451.8299999996,-0.2452410891237928,58874.20999999996,0.028118240807498196,0.0,False,True,True
PRJ-0792,INSTALL,EUROPE,DE,3347983.0,4049473.03,490550.44,590460.08,3838533.44,4639933.11,1569.0,122,1691.0,TIER 3,6,5,701490.0299999998,801399.6700000004,0.17271793601352162,99909.63999999996,0.07775653282345443,0.8333333333333334,False,False,False
PRJ-0793,ENERGY,NORTH AMERICA,US,380753.0,450446.27,34214.4,50282.95,414967.4,500729.22,901.0,65,966.0,TIER 4,5,3,69693.27000000002,85761.81999999995,0.17127384737004153,16068.549999999996,0.07214206437291898,0.6,False,False,False
PRJ-0794,ENERGY,ASIA,JP,4102220.0,2638232.08,537627.69,570557.87,4639847.69,3208789.95,1787.0,326,2113.0,TIER 3,2,0,-1463987.92,-1431057.7400000002,-0.44598049803789747,32930.18000000005,0.18242865137101288,0.0,False,True,True
PRJ-0795,INSTALL,EUROPE,DE,2771481.0,2545653.72,145774.81,176363.88,2917255.81,2722017.6,153.0,10,163.0,TIER 3,0,0,-225827.2799999998,-195238.20999999996,-0.07172555019482606,30589.070000000007,0.06535947712418301,0.0,False,True,True
PRJ-0796,SERVICE,EUROPE,FR,126668.0,217948.52,32011.42,46020.98,158679.42,263969.5,974.0,31,1005.0,TIER 5,4,4,91280.51999999999,105290.07999999999,0.3988721424255453,14009.560000000005,0.03182751540041068,1.0,False,False,False
PRJ-0797,SERVICE,OCEANIA,AU,3519592.0,3786894.08,813679.23,862068.82,4333271.23,4648962.89,1064.0,101,1165.0,TIER 3,2,1,267302.0800000001,315691.6599999992,0.06790582490539072,48389.58999999997,0.09492481203007519,0.5,False,True,False
PRJ-0798,INSTALL,NORTH AMERICA,US,1526654.0,1451958.77,139785.52,190535.13,1666439.52,1642493.9,261.0,49,310.0,TIER 3,4,3,-74695.22999999998,-23945.62000000011,-0.01457881822270397,50749.610000000015,0.18773946360153257,0.75,False,True,False
PRJ-0799,SERVICE,ASIA,JP,333234.0,483814.71,43329.21,63231.24,376563.21,547045.94,1593.0,27,1620.0,TIER 4,8,3,150580.71000000002,170482.72999999992,0.31164243719640794,19902.03,0.01694915254237288,0.375,False,False,True
PRJ-0800,INSTALL,NORTH AMERICA,US,599237.0,364814.31,23556.43,28536.9,622793.43,393351.21,792.0,136,928.0,TIER 4,2,0,-234422.69,-229442.22000000003,-0.5833011674223654,4980.470000000001,0.1717171717171717,0.0,False,True,True
PRJ-0801,INSTALL,SOUTH AMERICA,AR,4784002.0,3227156.51,1040517.52,1515348.69,5824519.52,4742505.2,137.0,13,150.0,TIER 2,2,2,-1556845.4900000002,-1082014.3199999994,-0.22815247941109254,474831.1699999999,0.0948905109489051,1.0,False,True,False
PRJ-0802,ENERGY,SOUTH AMERICA,BR,4175600.0,4121482.88,396844.88,453133.0,4572444.88,4574615.88,608.0,42,650.0,TIER 3,3,3,-54117.12000000011,2171.0,0.0004745753647845073,56288.119999999995,0.06907894736842106,1.0,False,True,False
PRJ-0803,INSTALL,AFRICA,EG,135447.0,137811.62,38211.65,51780.65,173658.65,189592.27,1445.0,170,1615.0,TIER 5,5,2,2364.6199999999953,15933.619999999995,0.08404150654454423,13569.0,0.11764705882352941,0.4,False,True,True
PRJ-0804,ENERGY,NORTH AMERICA,MX,2170561.0,1727515.79,347658.32,496532.31,2518219.32,2224048.1,128.0,4,132.0,TIER 3,10,4,-443045.20999999996,-294171.21999999974,-0.1322683713540187,148873.99,0.03125,0.4,False,True,True
PRJ-0805,INSTALL,AFRICA,ZA,4254062.0,4969162.56,921747.59,929852.36,5175809.59,5899014.92,667.0,30,697.0,TIER 2,3,1,715100.5599999996,723205.3300000001,0.12259764381135013,8104.770000000019,0.044977511244377814,0.3333333333333333,False,False,True
PRJ-0806,SERVICE,OCEANIA,AU,1480295.0,1768932.97,196833.9,232626.53,1677128.9,2001559.49,1071.0,70,1141.0,TIER 3,9,9,288637.97,324430.5900000001,0.16208890698522285,35792.630000000005,0.06535947712418301,1.0,False,False,False
PRJ-0807,SERVICE,NORTH AMERICA,US,1236305.0,2122915.18,275079.13,377931.77,1511384.13,2500846.95,415.0,43,458.0,TIER 3,9,9,886610.1800000002,989462.8200000003,0.3956510893239589,102852.64000000001,0.10361445783132531,1.0,False,False,False
PRJ-0808,INSTALL,SOUTH AMERICA,AR,213913.0,133958.27,49596.76,61681.58,263509.76,195639.85,988.0,96,1084.0,TIER 4,6,1,-79954.73000000001,-67869.91,-0.34691250274420066,12084.82,0.09716599190283401,0.16666666666666666,False,True,True
PRJ-0809,SERVICE,NORTH AMERICA,MX,1343488.0,906823.48,76209.64,86645.31,1419697.64,993468.78,218.0,10,228.0,TIER 3,10,8,-436664.52,-426228.85999999987,-0.4290309555575565,10435.669999999998,0.045871559633027525,0.8,False,True,False
PRJ-0810,ENERGY,ASIA,CN,365864.0,322626.2,83436.36,99455.09,449300.36,422081.29,1648.0,47,1695.0,TIER 4,2,2,-43237.79999999999,-27219.070000000007,-0.06448774358133716,16018.729999999996,0.028519417475728157,1.0,False,True,False
PRJ-0811,INSTALL,NORTH AMERICA,US,4366289.0,5222306.85,1081182.16,1436865.07,5447471.16,6659171.92,534.0,102,636.0,TIER 2,1,0,856017.8499999996,1211700.7599999998,0.1819596752504326,355682.91000000015,0.19101123595505617,0.0,False,False,True
PRJ-0812,INSTALL,OCEANIA,AU,2136223.0,3325319.73,45734.93,47352.75,2181957.93,3372672.49,117.0,10,127.0,TIER 3,1,0,1189096.73,1190714.56,0.35304778733496295,1617.8199999999997,0.08547008547008547,0.0,False,False,True
PRJ-0813,ENERGY,EUROPE,FR,2064240.0,3015266.87,555223.76,617706.47,2619463.76,3632973.34,1307.0,74,1381.0,TIER 3,8,2,951026.8700000001,1013509.5800000001,0.2789752318964169,62482.70999999996,0.056618209640397855,0.25,False,False,True
PRJ-0814,SERVICE,SOUTH AMERICA,AR,3176981.0,4478508.4,846205.39,1078252.3,4023186.39,5556760.7,1672.0,16,1688.0,TIER 3,5,0,1301527.4000000004,1533574.31,0.27598350780158665,232046.91000000003,0.009569377990430622,0.0,False,False,True
PRJ-0815,INSTALL,AFRICA,EG,2414374.0,3348730.73,371442.7,449663.26,2785816.7,3798393.99,995.0,51,1046.0,TIER 3,3,2,934356.73,1012577.29,0.2665803738805937,78220.56,0.05125628140703518,0.6666666666666666,False,False,False
PRJ-0816,INSTALL,EUROPE,DE,3776916.0,4494809.56,1066122.71,1468790.36,4843038.71,5963599.92,166.0,2,168.0,TIER 3,6,1,717893.5599999996,1120561.21,0.18790013163726785,402667.65000000014,0.012048192771084338,0.16666666666666666,False,False,True
PRJ-0817,ENERGY,EUROPE,FR,3348589.0,4663781.92,820294.59,908903.73,4168883.59,5572685.65,408.0,30,438.0,TIER 3,8,8,1315192.92,1403802.0600000005,0.25190763451729964,88609.14000000001,0.07352941176470588,1.0,False,False,False
PRJ-0818,INSTALL,AFRICA,EG,4178416.0,5056711.94,583445.11,664230.33,4761861.11,5720942.27,717.0,137,854.0,TIER 3,7,0,878295.9400000004,959081.1599999992,0.16764391506436216,80785.21999999997,0.1910739191073919,0.0,False,False,True
PRJ-0819,ENERGY,AFRICA,EG,2231874.0,3663488.91,132999.33,153119.3,2364873.33,3816608.21,1663.0,204,1867.0,TIER 3,8,1,1431614.9100000001,1451734.88,0.38037304332057703,20119.97,0.12266987372218882,0.125,False,False,True
PRJ-0820,ENERGY,OCEANIA,AU,1098027.0,1354098.11,245402.27,257830.91,1343429.27,1611929.02,1548.0,144,1692.0,TIER 3,9,9,256071.1100000001,268499.75,0.1665704548206471,12428.640000000014,0.09302325581395349,1.0,False,False,False
PRJ-0821,SERVICE,EUROPE,FR,4670906.0,8225399.21,10658.33,11139.96,4681564.33,8236539.17,99.0,12,111.0,TIER 3,5,4,3554493.21,3554974.84,0.4316102633188837,481.6299999999992,0.12121212121212122,0.8,False,False,False
PRJ-0822,INSTALL,EUROPE,FR,2247391.0,2063474.57,458320.3,548362.46,2705711.3,2611837.03,681.0,71,752.0,TIER 3,0,0,-183916.42999999993,-93874.27000000002,-0.03594185583623494,90042.15999999997,0.10425844346549193,0.0,False,True,True
PRJ-0823,ENERGY,NORTH AMERICA,US,634350.0,851460.46,154127.07,218988.49,788477.07,1070448.95,74.0,8,82.0,TIER 4,10,4,217110.45999999996,281971.88,0.26341459814594614,64861.419999999984,0.10810810810810811,0.4,False,False,True
PRJ-0824,ENERGY,EUROPE,FR,3585082.0,3619064.18,807442.57,1184764.72,4392524.57,4803828.9,1492.0,224,1716.0,TIER 3,7,7,33982.18000000017,411304.3300000001,0.08562010399662653,377322.15,0.15013404825737264,1.0,False,True,False
PRJ-0825,ENERGY,OCEANIA,NZ,2650301.0,2760215.22,575981.41,809600.89,3226282.41,3569816.12,40.0,4,44.0,TIER 3,0,0,109914.2200000002,343533.70999999996,0.09623288663955049,233619.47999999998,0.1,0.0,False,True,True
PRJ-0826,INSTALL,ASIA,JP,985979.0,1112191.87,209729.84,238642.03,1195708.84,1350833.9,1478.0,280,1758.0,TIER 3,4,1,126212.87000000011,155125.05999999982,0.11483651691003596,28912.190000000002,0.18944519621109607,0.25,False,False,True
PRJ-0827,SERVICE,SOUTH AMERICA,BR,2649667.0,4561794.98,121269.49,180878.41,2770936.49,4742673.4,424.0,38,462.0,TIER 3,10,9,1912127.9800000004,1971736.9100000001,0.41574376806127955,59608.92,0.08962264150943396,0.9,False,False,False
PRJ-0828,ENERGY,SOUTH AMERICA,BR,245443.0,371433.36,30973.51,35259.61,276416.51,406692.97,597.0,56,653.0,TIER 4,8,7,125990.35999999999,130276.45999999996,0.3203312316905797,4286.100000000002,0.09380234505862646,0.875,False,False,False
PRJ-0829,INSTALL,ASIA,CN,3587390.0,5017932.27,685098.18,793682.81,4272488.18,5811615.08,419.0,66,485.0,TIER 3,8,5,1430542.2699999996,1539126.9000000004,0.26483634563079156,108584.63,0.1575178997613365,0.625,False,False,False
PRJ-0830,INSTALL,OCEANIA,NZ,582401.0,517279.48,60503.06,63041.34,642904.06,580320.82,246.0,28,274.0,TIER 4,9,5,-65121.52000000002,-62583.24000000011,-0.10784248616136177,2538.279999999999,0.11382113821138211,0.5555555555555556,False,True,False
PRJ-0831,ENERGY,NORTH AMERICA,US,853595.0,842614.61,32764.54,36245.01,886359.54,878859.61,877.0,40,917.0,TIER 4,9,4,-10980.390000000014,-7499.930000000051,-0.008533706538180827,3480.470000000001,0.04561003420752566,0.4444444444444444,False,True,True
PRJ-0832,SERVICE,SOUTH AMERICA,BR,1146359.0,1140681.96,187474.34,246203.86,1333833.34,1386885.82,781.0,53,834.0,TIER 3,1,1,-5677.040000000037,53052.47999999998,0.03825295437803235,58729.51999999999,0.0678617157490397,1.0,False,True,False
PRJ-0833,SERVICE,SOUTH AMERICA,BR,2609374.0,2160249.77,221238.63,298885.36,2830612.63,2459135.14,510.0,85,595.0,TIER 3,6,6,-449124.23,-371477.48999999976,-0.15106021786179663,77646.72999999998,0.16666666666666666,1.0,False,True,False
PRJ-0834,ENERGY,EUROPE,FR,4113054.0,7221576.83,1046535.88,1299093.07,5159589.88,8520669.9,1137.0,160,1297.0,TIER 2,7,3,3108522.83,3361080.0200000005,0.3944619448290093,252557.19000000006,0.14072119613016712,0.42857142857142855,False,False,True
PRJ-0835,ENERGY,AFRICA,EG,1784743.0,1996142.84,220939.59,279669.54,2005682.59,2275812.38,1183.0,54,1237.0,TIER 3,8,7,211399.84000000008,270129.7899999998,0.11869598406877452,58729.94999999998,0.04564666103127642,0.875,False,False,False
PRJ-0836,INSTALL,SOUTH AMERICA,AR,3522848.0,4190581.73,335165.21,421435.49,3858013.21,4612017.23,1512.0,21,1533.0,TIER 3,3,2,667733.73,754004.0200000005,0.16348681767609102,86270.27999999997,0.013888888888888888,0.6666666666666666,False,False,False
PRJ-0837,INSTALL,ASIA,JP,4902961.0,6134974.14,1139226.55,1645107.25,6042187.55,7780081.38,1093.0,4,1097.0,TIER 2,10,4,1232013.1399999997,1737893.83,0.22337733310445143,505880.69999999995,0.0036596523330283625,0.4,False,False,True
PRJ-0838,INSTALL,OCEANIA,NZ,4920438.0,5029371.85,1197380.92,1738826.04,6117818.92,6768197.89,768.0,123,891.0,TIER 2,3,3,108933.84999999963,650378.9699999997,0.09609337383012005,541445.1200000001,0.16015625,1.0,False,True,False
PRJ-0839,SERVICE,AFRICA,ZA,2331914.0,3799021.01,518692.91,684525.96,2850606.91,4483546.97,1574.0,34,1608.0,TIER 3,2,1,1467107.0099999998,1632940.0599999996,0.3642071937522269,165833.05,0.021601016518424398,0.5,False,False,False
PRJ-0840,SERVICE,NORTH AMERICA,US,2120199.0,3516772.41,469540.68,616284.58,2589739.68,4133056.99,841.0,129,970.0,TIER 3,5,0,1396573.4100000001,1543317.31,0.37340818520869223,146743.89999999997,0.15338882282996433,0.0,False,False,True
PRJ-0841,ENERGY,SOUTH AMERICA,AR,2244284.0,3550651.07,166376.15,216877.36,2410660.15,3767528.43,42.0,7,49.0,TIER 3,10,2,1306367.0699999998,1356868.2800000003,0.3601481197050981,50501.20999999999,0.16666666666666666,0.2,False,False,True
PRJ-0842,ENERGY,NORTH AMERICA,US,3470531.0,3574278.28,566314.82,667276.57,4036845.82,4241554.84,1130.0,87,1217.0,TIER 3,3,2,103747.2799999998,204709.02000000002,0.04826273093760118,100961.75,0.07699115044247788,0.6666666666666666,False,True,False
PRJ-0843,SERVICE,ASIA,JP,1458379.0,2602357.49,320159.1,430532.84,1778538.1,3032890.33,324.0,61,385.0,TIER 3,10,2,1143978.4900000002,1254352.23,0.4135831149555612,110373.74000000005,0.1882716049382716,0.2,False,False,True
PRJ-0844,ENERGY,AFRICA,ZA,4987092.0,5282895.77,1339261.84,1784281.65,6326353.84,7067177.42,725.0,128,853.0,TIER 2,4,0,295803.76999999955,740823.5800000001,0.10482594902789352,445019.8099999998,0.17655172413793102,0.0,False,False,True
PRJ-0845,ENERGY,ASIA,CN,1548709.0,1028964.3,259896.2,369872.59,1808605.2,1398836.88,981.0,171,1152.0,TIER 3,1,0,-519744.69999999995,-409768.32000000007,-0.29293502756375717,109976.39000000001,0.1743119266055046,0.0,False,True,True
PRJ-0846,SERVICE,AFRICA,ZA,4318931.0,6138438.04,987151.49,1113002.07,5306082.49,7251440.1,187.0,33,220.0,TIER 2,10,0,1819507.04,1945357.6099999994,0.2682718995362038,125850.58000000007,0.17647058823529413,0.0,False,False,True
PRJ-0847,SERVICE,NORTH AMERICA,MX,4189471.0,5362947.67,184825.86,235758.56,4374296.86,5598706.23,75.0,13,88.0,TIER 3,2,2,1173476.67,1224409.37,0.21869505555393287,50932.70000000001,0.17333333333333334,1.0,False,False,False
PRJ-0848,INSTALL,OCEANIA,AU,609285.0,862152.1,125746.11,185267.55,735031.11,1047419.64,1028.0,141,1169.0,TIER 4,9,1,252867.09999999998,312388.53,0.2982458205576516,59521.43999999999,0.13715953307392997,0.1111111111111111,False,False,True
PRJ-0849,ENERGY,OCEANIA,NZ,4554625.0,7352573.36,1084837.45,1171329.83,5639462.45,8523903.19,896.0,178,1074.0,TIER 2,2,0,2797948.3600000003,2884440.7399999993,0.33839435710437715,86492.38000000012,0.19866071428571427,0.0,False,False,True
PRJ-0850,INSTALL,AFRICA,EG,2375871.0,3135150.36,609561.65,895646.93,2985432.65,4030797.29,602.0,27,629.0,TIER 3,0,0,759279.3599999999,1045364.6400000001,0.2593443839494097,286085.28,0.044850498338870434,0.0,False,False,True
PRJ-0851,SERVICE,AFRICA,EG,4896836.0,6461932.53,515056.26,695684.67,5411892.26,7157617.2,662.0,23,685.0,TIER 2,8,1,1565096.5300000003,1745724.9400000004,0.24389749985511944,180628.41000000003,0.03474320241691843,0.125,False,False,True
PRJ-0852,ENERGY,ASIA,JP,213743.0,332934.32,19418.54,20661.21,233161.54,353595.53,962.0,127,1089.0,TIER 5,10,4,119191.32,120433.99000000002,0.34059816876078725,1242.6699999999983,0.13201663201663202,0.4,False,False,True
PRJ-0853,SERVICE,EUROPE,DE,1579489.0,1961076.57,471599.04,509128.84,2051088.04,2470205.41,1781.0,46,1827.0,TIER 3,5,5,381587.57000000007,419117.3700000001,0.16966903574225436,37529.80000000005,0.02582818641212802,1.0,False,False,False
PRJ-0854,SERVICE,NORTH AMERICA,MX,563961.0,908775.23,86815.05,120861.35,650776.05,1029636.57,796.0,59,855.0,TIER 4,10,7,344814.23,378860.5199999999,0.3679555787339604,34046.3,0.07412060301507538,0.7,False,False,False
PRJ-0855,INSTALL,NORTH AMERICA,US,728601.0,1005540.87,28752.53,42257.16,757353.53,1047798.03,675.0,19,694.0,TIER 4,6,2,276939.87,290444.5,0.2771951193685676,13504.630000000005,0.028148148148148148,0.3333333333333333,False,False,True
PRJ-0856,SERVICE,OCEANIA,AU,770282.0,555400.31,58458.1,71036.17,828740.1,626436.48,76.0,14,90.0,TIER 4,6,4,-214881.68999999994,-202303.62,-0.32294354888144444,12578.07,0.18421052631578946,0.6666666666666666,False,True,False
PRJ-0857,ENERGY,ASIA,JP,856602.0,953761.51,241345.28,338739.45,1097947.28,1292500.96,402.0,57,459.0,TIER 3,3,0,97159.51000000001,194553.67999999993,0.15052497910717214,97394.17000000001,0.1417910447761194,0.0,False,False,True
PRJ-0858,INSTALL,SOUTH AMERICA,BR,2752743.0,4234743.38,768255.51,1098057.62,3520998.51,5332801.0,1207.0,211,1418.0,TIER 3,0,0,1482000.38,1811802.4900000002,0.3397468778602465,329802.1100000001,0.1748135874067937,0.0,False,False,True
PRJ-0859,SERVICE,SOUTH AMERICA,AR,2169480.0,2795051.47,600975.91,654958.23,2770455.91,3450009.69,1018.0,67,1085.0,TIER 3,0,0,625571.4700000002,679553.7799999998,0.19697155691177198,53982.31999999995,0.06581532416502947,0.0,False,False,True
PRJ-0860,SERVICE,AFRICA,EG,2462257.0,2208081.54,299847.66,397539.61,2762104.66,2605621.14,367.0,49,416.0,TIER 3,4,4,-254175.45999999996,-156483.52000000002,-0.06005612926520853,97691.95000000001,0.1335149863760218,1.0,False,True,False
PRJ-0861,ENERGY,EUROPE,DE,1556489.0,2030034.32,50784.87,53112.71,1607273.87,2083147.03,777.0,151,928.0,TIER 3,2,1,473545.32000000007,475873.1599999999,0.22843954514338813,2327.8399999999965,0.19433719433719435,0.5,False,False,False
PRJ-0862,INSTALL,SOUTH AMERICA,BR,4893989.0,8422431.24,426621.14,491981.21,5320610.14,8914412.44,825.0,48,873.0,TIER 2,4,0,3528442.24,3593802.3,0.4031451679164174,65360.07000000001,0.05818181818181818,0.0,False,False,True
PRJ-0863,ENERGY,OCEANIA,NZ,1644396.0,1130224.39,157892.18,192111.84,1802288.18,1322336.24,1440.0,158,1598.0,TIER 3,1,1,-514171.6100000001,-479951.93999999994,-0.36295756365264553,34219.66,0.10972222222222222,1.0,False,True,False
PRJ-0864,INSTALL,EUROPE,FR,1298446.0,2015350.72,306560.66,418140.02,1605006.66,2433490.74,763.0,79,842.0,TIER 3,3,0,716904.72,828484.0800000003,0.34045088661401696,111579.36000000004,0.10353866317169069,0.0,False,False,True
PRJ-0865,INSTALL,SOUTH AMERICA,BR,4782804.0,3799386.6,478416.89,698149.89,5261220.89,4497536.5,580.0,82,662.0,TIER 2,5,3,-983417.3999999999,-763684.3899999997,-0.16980059861659816,219733.0,0.1413793103448276,0.6,False,True,False
PRJ-0866,INSTALL,OCEANIA,AU,3838313.0,6590448.61,874881.35,991739.47,4713194.35,7582188.08,133.0,19,152.0,TIER 3,3,0,2752135.6100000003,2868993.7300000004,0.3783859882832134,116858.12,0.14285714285714285,0.0,False,False,True
PRJ-0867,INSTALL,ASIA,CN,2389608.0,2051809.29,83253.54,113298.88,2472861.54,2165108.16,1539.0,19,1558.0,TIER 3,10,9,-337798.70999999996,-307753.3799999999,-0.14214226600115898,30045.34000000001,0.012345679012345678,0.9,False,True,False
PRJ-0868,INSTALL,OCEANIA,AU,4292945.0,2717687.64,377685.14,506928.34,4670630.14,3224615.97,540.0,13,553.0,TIER 3,10,9,-1575257.3599999999,-1446014.1699999995,-0.4484298854353188,129243.20000000001,0.024074074074074074,0.9,False,True,False
PRJ-0869,SERVICE,SOUTH AMERICA,AR,2438206.0,3938454.58,96390.63,135808.27,2534596.63,4074262.85,169.0,0,169.0,TIER 3,1,0,1500248.58,1539666.2200000002,0.3779005618157405,39417.639999999985,0.0,0.0,False,False,True
PRJ-0870,SERVICE,SOUTH AMERICA,AR,3554324.0,3566984.43,325581.11,387239.8,3879905.11,3954224.24,294.0,12,306.0,TIER 3,4,3,12660.430000000168,74319.13000000035,0.0187948698630203,61658.69,0.04081632653061224,0.75,False,True,False
PRJ-0871,SERVICE,EUROPE,DE,341698.0,340503.06,23632.3,30872.41,365330.3,371375.46,230.0,38,268.0,TIER 4,0,0,-1194.9400000000023,6045.160000000033,0.016277758363463304,7240.110000000001,0.16521739130434782,0.0,False,True,True
PRJ-0872,SERVICE,OCEANIA,NZ,4798028.0,6733560.81,317681.53,415027.71,5115709.53,7148588.52,1718.0,194,1912.0,TIER 2,5,5,1935532.8099999996,2032878.9899999993,0.2843748782451951,97346.18,0.11292200232828871,1.0,False,False,False
PRJ-0873,INSTALL,OCEANIA,NZ,216935.0,276427.98,30051.35,40954.19,246986.35,317382.17,1556.0,230,1786.0,TIER 5,8,6,59492.97999999998,70395.81999999998,0.22180143263876476,10902.840000000004,0.14781491002570693,0.75,False,False,False
